今日、会社に監査が入る,dubious
監査前にお金を戻せば何とかなる,dubious
宅急便が家に向かう,dubious
電車の中で鞄をなくした,dubious
子どもができちゃった,dubious
相手は旦那さんがいる人で、旦那さんが怒っている,dubious
弁護士に入ってもらった,dubious
お金を送って欲しい,dubious
振り込め詐欺犯人を捕まえた,dubious
犯人の持ち物から名簿が出て来てあなたの名前も載っていた,dubious
キャッシュカードを偽造されているかもしれない,dubious
携帯買い替えて番号が変わった,dubious
新しい電話番号を控えといてよ,dubious
失敗の穴埋めするために会社の金を使いこんだ,dubious
会社の上司が立て替えてくれたんだけど、早く返さないと会社をクビになっちゃう振り込んで,dubious
電車の中で鞄をなくした,dubious
友だちの保証人になったらその友だちがいなくなってしまった,dubious
このままだと取り立て屋に何をされるか分からない、すぐに金を振り込んでほしい,dubious
友人が起業するにあたって連帯保証人となった,dubious
その会社が業績悪化のため友人は夜逃げし、金が必要になった,dubious
去の通信教育受講料が未払いになっている,dubious
おれだよ、おれ,dubious
実は事故にあっちゃってお金が必要になった,dubious
すぐにお金を振り込んで,dubious
風邪を引いたから声が変なんだ,dubious
電話番号がかわったので、登録しておいて,dubious
会社のお金が入ったバックを電車内に置き忘れた,dubious
友達の借金の保証人になっていて、支払わなければならない,dubious
知人に取りに行かせるから渡して,dubious
あなたの口座が振り込め詐欺に使われています,dubious
このままだと預金が下ろせなくなる,dubious
銀行協会の職員を伺わせます,dubious
拾得物の中からあなた名義のカードが出てきました,dubious
手続きをスムーズに行うため,dubious
キャッシュカードの暗証番号,dubious
時間がない,dubious
電車に会社のお金が入ったカバンを置き忘れた,dubious
女性を妊娠させた,dubious
会社のお金を使い込んだ。監査でばれるとクビになる,dubious
友人の借金の保証人になった,dubious
株で失敗した,dubious
時までに用意しないと,dubious
今から家まで受取に行くから,dubious
自分は手続などをするため行けなくなったので、部下を向かわせる,dubious
上司の息子さんが市内に住んでいるから、その人に渡して,dubious
会計士が取りに行く,dubious
あなたの口座が悪用されていることがわかった,dubious
新しいキャッシュカードに変更するため、銀行協会の職員があなたの自宅に取りに行く,dubious
キャッシュカードを預けてほしい,dubious
手続に必要なので暗証番号を教えてほしい,dubious
あなたの個人情報が漏れている,dubious
あなたの名義で購入契約が結ばれている,dubious
後でお金を返すので、一旦、あなたから入金された事実をつくらなければならない,dubious
あなたからの入金でなければ、名義貸しとなってしまう,dubious
あなたの代わりになる人を登録しなければいけない,dubious
代わりの人があなた名義で契約をしてしまった,dubious
このままでは、あなたは名義貸しの違反となり、警察に逮捕される,dubious
個人情報の削除,dubious
会社の金を使い込んだ。返さないとクビになってしまう,dubious
夫のいる女のひとを妊娠させてしまい、示談金が必要になった,dubious
小切手の入ったカバンをなくしてしまい、お金が必要になった,dubious
喉の調子が悪い、病院に来たのだが待合室で鞄を無くした,dubious
鞄の中には会社の通帳なども入っていた,dubious
取引の関係で至急現金が必要,dubious
大変なことになった,dubious
誰にも言わないでくれ,dubious
駅で痴漢と間違われた,dubious
弁護費用としてお金が必要,dubious
扁桃腺が腫れたから明日病院に行く,dubious
携帯電話をトイレに落としたので電話番号を変えた,dubious
不倫して相手の女性を妊娠させてしまった,dubious
相手の旦那が弁護士を立てて示談金を要求してきている,dubious
とにかくお金が必要なんだ,dubious
サイトの利用料金が未納です,dubious
滞納分を今すぐ払えば半額で済みます,dubious
宝くじの当選番号を教えます,dubious
情報提供料として現金を送ってください,dubious
未公開株を買いたい,dubious
名義を貸して欲しい,dubious
迷惑はかけません,dubious
名義貸しは犯罪だ、金融庁監査が入るとあなたの資産が差し押さえられる,dubious
指定した場所にお金を送れば大丈夫、お金は後日返金されます,dubious
情報提供料を支払っていただければ、ロト6の当選番号を教えますよ,dubious
サイト利用の滞納金が未納になっている,dubious
連絡がない場合には裁判になる,dubious
滞納金については裁判手続が進んでいる,dubious
裁判取消しの違約金を支払う必要がある,dubious
宅配便で現金送れ,dubious
レターパックで現金送れ,dubious
医療費の還付金がある,dubious
